"divergence_threshold" "lambda" "omega" "sigma_bs" "sigma_t" "dispersal" "seed" "start_time" "model" "initial_abundance" "grid_cell_distance" "max_species" "ancestor_number" "inflexion" "decay" "aridity_cost" "K" "psi"
8 4.658 0.029 0.015 0.002 3.008 666 390 "m3_Scotese_Behr220_413" 10000 220 7500 1 1000 0.02 2 30000 0
6 2.395 0.023 0.001 0.006 2.379 666 390 "m3_Scotese_Behr220_414" 10000 220 7500 1 1000 0.02 2 30000 0
2 3.904 0.011 0.011 0.013 3.637 666 390 "m3_Scotese_Behr220_415" 10000 220 7500 1 1000 0.02 2 30000 0
2 3.291 0.034 0.004 0.002 2.026 666 390 "m3_Scotese_Behr220_416" 10000 220 7500 1 1000 0.02 2 30000 0
6 4.8 0.021 0.014 0.009 3.283 666 390 "m3_Scotese_Behr220_417" 10000 220 7500 1 1000 0.02 2 30000 0
8 2.536 0.015 0.009 0.013 2.654 666 390 "m3_Scotese_Behr220_418" 10000 220 7500 1 1000 0.02 2 30000 0
4 4.045 0.027 0.019 0.006 3.912 666 390 "m3_Scotese_Behr220_419" 10000 220 7500 1 1000 0.02 2 30000 0
5 2.159 0.018 0.002 0.015 3.597 666 390 "m3_Scotese_Behr220_420" 10000 220 7500 1 1000 0.02 2 30000 0
9 3.668 0.031 0.012 0.007 2.34 666 390 "m3_Scotese_Behr220_421" 10000 220 7500 1 1000 0.02 2 30000 0
7 2.914 0.024 0.007 0.004 2.969 666 390 "m3_Scotese_Behr220_422" 10000 220 7500 1 1000 0.02 2 30000 0
3 4.422 0.012 0.016 0.011 1.711 666 390 "m3_Scotese_Behr220_423" 10000 220 7500 1 1000 0.02 2 30000 0
4 2.725 0.026 0.013 0.008 1.554 666 390 "m3_Scotese_Behr220_424" 10000 220 7500 1 1000 0.02 2 30000 0
8 4.234 0.013 0.003 0.001 2.811 666 390 "m3_Scotese_Behr220_425" 10000 220 7500 1 1000 0.02 2 30000 0
10 3.479 0.02 0.017 0.005 2.183 666 390 "m3_Scotese_Behr220_426" 10000 220 7500 1 1000 0.02 2 30000 0
6 4.988 0.032 0.008 0.012 3.44 666 390 "m3_Scotese_Behr220_427" 10000 220 7500 1 1000 0.02 2 30000 0
5 3.102 0.01 0.015 0.007 3.754 666 390 "m3_Scotese_Behr220_428" 10000 220 7500 1 1000 0.02 2 30000 0
9 4.611 0.023 0.006 0.014 2.497 666 390 "m3_Scotese_Behr220_429" 10000 220 7500 1 1000 0.02 2 30000 0
7 2.348 0.029 0.02 0.01 3.126 666 390 "m3_Scotese_Behr220_430" 10000 220 7500 1 1000 0.02 2 30000 0
3 3.857 0.016 0.01 0.003 1.868 666 390 "m3_Scotese_Behr220_431" 10000 220 7500 1 1000 0.02 2 30000 0
3 2.253 0.014 0.006 0.006 2.576 666 390 "m3_Scotese_Behr220_432" 10000 220 7500 1 1000 0.02 2 30000 0
7 3.762 0.027 0.016 0.013 3.833 666 390 "m3_Scotese_Behr220_433" 10000 220 7500 1 1000 0.02 2 30000 0
9 3.008 0.033 0.001 0.01 1.947 666 390 "m3_Scotese_Behr220_434" 10000 220 7500 1 1000 0.02 2 30000 0
5 4.517 0.02 0.011 0.003 3.204 666 390 "m3_Scotese_Behr220_435" 10000 220 7500 1 1000 0.02 2 30000 0
6 3.385 0.024 0.009 0.011 2.89 666 390 "m3_Scotese_Behr220_436" 10000 220 7500 1 1000 0.02 2 30000 0
10 4.894 0.011 0.018 0.004 1.633 666 390 "m3_Scotese_Behr220_437" 10000 220 7500 1 1000 0.02 2 30000 0
8 2.631 0.017 0.004 0.008 3.519 666 390 "m3_Scotese_Behr220_438" 10000 220 7500 1 1000 0.02 2 30000 0
4 4.139 0.03 0.013 0.015 2.261 666 390 "m3_Scotese_Behr220_439" 10000 220 7500 1 1000 0.02 2 30000 0
3 2.819 0.022 0.019 0.012 2.418 666 390 "m3_Scotese_Behr220_440" 10000 220 7500 1 1000 0.02 2 30000 0
7 4.328 0.035 0.01 0.005 3.676 666 390 "m3_Scotese_Behr220_441" 10000 220 7500 1 1000 0.02 2 30000 0
9 2.065 0.028 0.014 0.002 1.79 666 390 "m3_Scotese_Behr220_442" 10000 220 7500 1 1000 0.02 2 30000 0
5 3.574 0.016 0.005 0.009 3.047 666 390 "m3_Scotese_Behr220_443" 10000 220 7500 1 1000 0.02 2 30000 0
4 2.442 0.031 0.017 0.004 3.361 666 390 "m3_Scotese_Behr220_444" 10000 220 7500 1 1000 0.02 2 30000 0
8 3.951 0.019 0.007 0.011 2.104 666 390 "m3_Scotese_Behr220_445" 10000 220 7500 1 1000 0.02 2 30000 0
6 3.196 0.013 0.012 0.014 3.99 666 390 "m3_Scotese_Behr220_446" 10000 220 7500 1 1000 0.02 2 30000 0
2 4.705 0.025 0.003 0.007 2.733 666 390 "m3_Scotese_Behr220_447" 10000 220 7500 1 1000 0.02 2 30000 0
2 2.89 0.013 0.01 0.009 2.242 666 390 "m3_Scotese_Behr220_448" 10000 220 7500 1 1000 0.02 2 30000 0
6 4.399 0.025 0.019 0.002 3.499 666 390 "m3_Scotese_Behr220_449" 10000 220 7500 1 1000 0.02 2 30000 0
8 2.136 0.032 0.005 0.006 1.613 666 390 "m3_Scotese_Behr220_450" 10000 220 7500 1 1000 0.02 2 30000 0
4 3.644 0.019 0.015 0.013 2.87 666 390 "m3_Scotese_Behr220_451" 10000 220 7500 1 1000 0.02 2 30000 0
5 2.513 0.028 0.007 0.007 3.185 666 390 "m3_Scotese_Behr220_452" 10000 220 7500 1 1000 0.02 2 30000 0
9 4.022 0.016 0.017 0.014 1.927 666 390 "m3_Scotese_Behr220_453" 10000 220 7500 1 1000 0.02 2 30000 0
7 3.267 0.022 0.003 0.011 3.813 666 390 "m3_Scotese_Behr220_454" 10000 220 7500 1 1000 0.02 2 30000 0
3 4.776 0.035 0.012 0.004 2.556 666 390 "m3_Scotese_Behr220_455" 10000 220 7500 1 1000 0.02 2 30000 0
4 2.324 0.017 0.016 0.001 2.713 666 390 "m3_Scotese_Behr220_456" 10000 220 7500 1 1000 0.02 2 30000 0
8 3.833 0.03 0.006 0.008 3.971 666 390 "m3_Scotese_Behr220_457" 10000 220 7500 1 1000 0.02 2 30000 0
10 3.079 0.024 0.011 0.012 2.084 666 390 "m3_Scotese_Behr220_458" 10000 220 7500 1 1000 0.02 2 30000 0
6 4.587 0.011 0.002 0.005 3.342 666 390 "m3_Scotese_Behr220_459" 10000 220 7500 1 1000 0.02 2 30000 0
5 3.456 0.033 0.018 0.014 3.028 666 390 "m3_Scotese_Behr220_460" 10000 220 7500 1 1000 0.02 2 30000 0
9 4.965 0.021 0.009 0.006 1.77 666 390 "m3_Scotese_Behr220_461" 10000 220 7500 1 1000 0.02 2 30000 0
7 2.701 0.014 0.013 0.003 3.656 666 390 "m3_Scotese_Behr220_462" 10000 220 7500 1 1000 0.02 2 30000 0
3 4.21 0.027 0.004 0.01 2.399 666 390 "m3_Scotese_Behr220_463" 10000 220 7500 1 1000 0.02 2 30000 0
3 2.607 0.029 0.003 0.013 1.692 666 390 "m3_Scotese_Behr220_464" 10000 220 7500 1 1000 0.02 2 30000 0
7 4.116 0.017 0.013 0.006 2.949 666 390 "m3_Scotese_Behr220_465" 10000 220 7500 1 1000 0.02 2 30000 0
9 3.361 0.01 0.008 0.003 2.32 666 390 "m3_Scotese_Behr220_466" 10000 220 7500 1 1000 0.02 2 30000 0
5 4.87 0.023 0.018 0.01 3.578 666 390 "m3_Scotese_Behr220_467" 10000 220 7500 1 1000 0.02 2 30000 0
6 2.984 0.02 0.006 0.004 3.892 666 390 "m3_Scotese_Behr220_468" 10000 220 7500 1 1000 0.02 2 30000 0
10 4.493 0.032 0.015 0.011 2.635 666 390 "m3_Scotese_Behr220_469" 10000 220 7500 1 1000 0.02 2 30000 0
8 2.23 0.026 0.01 0.015 3.263 666 390 "m3_Scotese_Behr220_470" 10000 220 7500 1 1000 0.02 2 30000 0
4 3.739 0.014 0.02 0.008 2.006 666 390 "m3_Scotese_Behr220_471" 10000 220 7500 1 1000 0.02 2 30000 0
3 3.173 0.025 0.014 0.005 1.849 666 390 "m3_Scotese_Behr220_472" 10000 220 7500 1 1000 0.02 2 30000 0
7 4.682 0.012 0.005 0.012 3.106 666 390 "m3_Scotese_Behr220_473" 10000 220 7500 1 1000 0.02 2 30000 0
9 2.418 0.018 0.019 0.009 2.477 666 390 "m3_Scotese_Behr220_474" 10000 220 7500 1 1000 0.02 2 30000 0
5 3.927 0.031 0.009 0.002 3.735 666 390 "m3_Scotese_Behr220_475" 10000 220 7500 1 1000 0.02 2 30000 0
4 2.041 0.015 0.012 0.01 3.42 666 390 "m3_Scotese_Behr220_476" 10000 220 7500 1 1000 0.02 2 30000 0
8 3.55 0.028 0.002 0.003 2.163 666 390 "m3_Scotese_Behr220_477" 10000 220 7500 1 1000 0.02 2 30000 0
6 2.796 0.034 0.016 0.007 2.792 666 390 "m3_Scotese_Behr220_478" 10000 220 7500 1 1000 0.02 2 30000 0
2 4.305 0.021 0.007 0.014 1.534 666 390 "m3_Scotese_Behr220_479" 10000 220 7500 1 1000 0.02 2 30000 0
2 2.088 0.023 0.018 0.003 3.774 666 390 "m3_Scotese_Behr220_480" 10000 220 7500 1 1000 0.02 2 30000 0
6 3.597 0.01 0.008 0.01 2.517 666 390 "m3_Scotese_Behr220_481" 10000 220 7500 1 1000 0.02 2 30000 0
8 2.843 0.016 0.013 0.013 3.145 666 390 "m3_Scotese_Behr220_482" 10000 220 7500 1 1000 0.02 2 30000 0
4 4.352 0.029 0.004 0.006 1.888 666 390 "m3_Scotese_Behr220_483" 10000 220 7500 1 1000 0.02 2 30000 0
5 3.22 0.013 0.016 0.012 1.574 666 390 "m3_Scotese_Behr220_484" 10000 220 7500 1 1000 0.02 2 30000 0
9 4.729 0.026 0.006 0.005 2.831 666 390 "m3_Scotese_Behr220_485" 10000 220 7500 1 1000 0.02 2 30000 0
7 2.466 0.032 0.011 0.001 2.202 666 390 "m3_Scotese_Behr220_486" 10000 220 7500 1 1000 0.02 2 30000 0
3 3.974 0.019 0.001 0.008 3.46 666 390 "m3_Scotese_Behr220_487" 10000 220 7500 1 1000 0.02 2 30000 0
4 3.031 0.03 0.007 0.011 3.617 666 390 "m3_Scotese_Behr220_488" 10000 220 7500 1 1000 0.02 2 30000 0
8 4.54 0.018 0.017 0.004 2.36 666 390 "m3_Scotese_Behr220_489" 10000 220 7500 1 1000 0.02 2 30000 0
10 2.277 0.012 0.002 0.007 2.988 666 390 "m3_Scotese_Behr220_490" 10000 220 7500 1 1000 0.02 2 30000 0
6 3.786 0.024 0.012 0.014 1.731 666 390 "m3_Scotese_Behr220_491" 10000 220 7500 1 1000 0.02 2 30000 0
5 2.654 0.021 0.01 0.005 2.045 666 390 "m3_Scotese_Behr220_492" 10000 220 7500 1 1000 0.02 2 30000 0
9 4.163 0.034 0.019 0.012 3.303 666 390 "m3_Scotese_Behr220_493" 10000 220 7500 1 1000 0.02 2 30000 0
7 3.409 0.027 0.005 0.009 2.674 666 390 "m3_Scotese_Behr220_494" 10000 220 7500 1 1000 0.02 2 30000 0
3 4.917 0.015 0.014 0.002 3.931 666 390 "m3_Scotese_Behr220_495" 10000 220 7500 1 1000 0.02 2 30000 0
2 3.314 0.019 0.011 0.007 3.224 666 390 "m3_Scotese_Behr220_496" 10000 220 7500 1 1000 0.02 2 30000 0
7 4.823 0.031 0.002 0.014 1.967 666 390 "m3_Scotese_Behr220_497" 10000 220 7500 1 1000 0.02 2 30000 0
9 2.56 0.025 0.016 0.01 3.853 666 390 "m3_Scotese_Behr220_498" 10000 220 7500 1 1000 0.02 2 30000 0
4 4.069 0.012 0.007 0.003 2.595 666 390 "m3_Scotese_Behr220_499" 10000 220 7500 1 1000 0.02 2 30000 0
6 2.183 0.034 0.014 0.008 2.281 666 390 "m3_Scotese_Behr220_500" 10000 220 7500 1 1000 0.02 2 30000 0
